name,address,price,neighborhood,county,type,reviews,stars,match_camis,match_distance,match_name
Nikki Midtown,"151 East 50th St.,New York, NY  10022",3,Midtown East ,New York County, International,3,4.0,41588029,0.09381591585250326,pierre loti midtown
Nino's Positano,"890 Second Avenue,New York, NY  10017",3,Midtown East ,New York County, Italian,19,3.7,40578124,0.11232884979785229,il postino
Nice Matin,"201 West 79th Street,New York, NY  10024",3,Upper West Side ,New York County, French,182,3.9,40922958,0.0,nice matin
New York Central,"109 East 42nd Street,New York, NY  10017",2,Midtown East ,New York County, French,-1,-1,40949521,0.1032423598129249,cafe centro
Nero D' Avola,"46 Gansevoort Street,New York, NY  10014",3,Meatpacking District ,New York County, Italian,53,3.7,50002549,0.11859033015098394,bar bolonat
Negril Village,"70 West 3rd Street,New York, NY  10012",2,West Village ,New York County, Caribbean,109,4.2,40879743,0.0,negril
Naples 45,"200 Park Avenue,New York, NY  10166",2,Midtown East ,New York County, Italian,59,3.4,40402610,0.05312495131514402,yale club
NAYA Mezze & Grill,"1057 2nd Avenue,New York, NY  10022",2,Midtown East ,New York County, Lebanese,103,4.0,41362200,0.002363142214869515,naya mezze & grill
Natsumi Restaurant,"226 West 50th Street,New York, NY  10019",3,Theater District / Times Square ,New York County, Japanese,82,3.8,41228172,0.003099685371620283,natsumi
Nanking - Manhattan,"1634 Broadway,New York, NY  10019",2,Theater District / Times Square ,New York County, Fusion / Eclectic,19,3.2,41329687,0.0,nanking
Nana Restaurant & Bar,"155 5th Avenue,Brooklyn, NY  11217",2,Park Slope ,Kings County, Southeast Asian,5,3.6,40385555,0.09934935328331897,200 fifth avenue restaurant & sports bar
The National,"557 Lexington Ave,New York, NY  10022",2,Midtown East ,New York County, Contemporary American,-1,-1,41664553,0.0062348552705497615,the national
Murals on 54,"65 West 54th Street,New York, NY  10019",2,Theater District / Times Square ,New York County, Mediterranean,31,3.9,40372466,0.0,murals on 54/randolphs's
Murano Ristorante,"207 West 36th Street,New York, NY  10018",2,Midtown East ,New York County, Italian,36,3.6,50017046,0.07640275330159882,natureworks restaurant
MPD Restaurant,"73 Gansevoort Street,New York, NY  10014",3,Meatpacking District ,New York County, Contemporary French,19,3.6,40372262,0.18095499374840554,la ripaille restaurant
MR CHOW - TriBeca,"121 Hudson Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Chinese,139,4.2,41185792,0.0,mr. chow tribecca
Mr. K's,"570 Lexington Avenue at 51st Street,New York, NY  10022",4,Midtown East ,New York County, Chinese,68,4.1,50047860,0.08757506139745949,empire steak house
MR CHOW - 57th,"324 East 57th Street,New York, NY  10022",4,Midtown East ,New York County, Chinese,94,4.0,40742056,0.0,mr. chow restaurant
Mulan Restaurant,"136-17 39th Avenue,2nd Floor,Flushing, NY  11354",3,Flushing ,Queens County, Asian,14,3.7,41538756,0.0,mulan restaurant
Morton's The Steakhouse - Midtown Manhattan,"551 5th Ave,New York, NY  10017",4,Midtown East ,New York County, Steak,187,4.2,40397676,0.03211023975649024,morton's the steakhouse
Morrell Wine Bar & Cafe,"1 Rockefeller Plaza,New York, NY  10020",3,Rockefeller Center Midtown ,New York County, American,22,3.8,40716932,0.014358678848444216,morrell wine bar & cafe
Montenapo,"250 West 41st Street, at the NY Times Building,New York, NY  10036",3,Midtown West ,New York County, Italian,80,3.3,41478966,0.06679484054994453,mcdonald's
Morton's The Steakhouse - Brooklyn,"339 Adams Street,Brooklyn, NY  11201",4,Downtown Brooklyn ,Kings County, Steak,72,4.3,50019209,0.0015975563555088671,rocco's tacos & tequila bar
Monte's Trattoria,"97 Macdougal Street,New York, NY  10012",3,Greenwich Village ,New York County, Italian,56,3.9,40379149,0.004138163959487226,monte's
Morimoto New York,"88 10th Avenue,New York, NY  10011",4,Chelsea ,New York County, Japanese,504,4.2,41159798,0.0,morimoto ny
Montebello Ristorante Italiano,"120 E. 56th St.,New York, NY  10022",3,Midtown East ,New York County, Italian,70,3.9,40396574,0.007846818036555542,montebello restaurant
The Modern - Bar Room,"9 West 53rd Street,New York, NY  10019",3,Midtown West ,New York County, French,369,4.2,41067696,0.0524280044410705,the modern
Molyvos,"871 7th Avenue,New York, NY  10019",3,Midtown West ,New York County, Greek,217,4.0,40575519,0.0,molyvos
The Modern - Dining Room,"9 W. 53rd Street,New York, NY  10019",4,Midtown West ,New York County, French,304,4.5,41067696,0.0524280044410705,the modern
Moda Restaurant Bar & Lounge at The Flatotel NYC,"135 West 52nd Street,New York, NY  10019",2,Midtown West ,New York County, Italian,24,3.0,41372373,0.08317811163326208,herb'n kitchen & lobby lounge @ hilton hotel
MoCA Asian Bistro - Queens,"107-18 70th Rd.,Forest Hills, NY  11375",2,Forest Hills ,Queens County, Asian,1,4.0,41310853,0.0,moca asian bistro
The Monday Room,"210 Elizabeth Street,New York, NY  10012",3,NoLita ,New York County, Tapas / Small Plates,12,3.7,41395881,0.0826252054687657,the vig bar
MINT,"150 E. 50th Street,New York, NY  10022",3,Midtown East ,New York County, Indian,56,3.7,41221518,0.07351833238095004,dos caminos third
Millesime,"92 Madison Ave.,New York, NY  10016",3,Gramercy / Flatiron ,New York County, Seafood,-1,-1,41497864,0.0065881234877838086,millesime
Michael Jordan's the Steakhouse N.Y.C.,"23 Vanderbilt Ave,New York, NY  10017",3,Midtown East ,New York County, Steakhouse,108,3.8,40610326,0.0,michael jordan's steak house (grand central station)
Michael's,"24 West 55th Street,New York, NY  10019",4,Midtown West ,New York County, American,62,4.2,40402365,0.004413257257445457,michael's
Mezzogiorno,"195 Spring Street,New York, NY  10012",3,SoHo ,New York County, Italian,46,4.0,41688363,0.12492083267592008,koi soho
Mia Dona,"206 East 58th Street,New York, NY  10022",3,Midtown East ,New York County, Italian,75,3.5,40751626,0.05291915962713121,mcdonald's
Meson Sevilla,"344 West 46th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Spanish,65,3.6,40961447,0.0,meson sevilla restaurant
Mesa Grill,"102 Fifth Avenue,New York, NY  10011",4,Gramercy / Flatiron ,New York County, Southwest,1132,4.1,40515523,0.11494481191076449,blue water grill
Mtrazur,"404 Grand Central Terminal,,East Balcony,New York, NY  10017",3,Midtown East ,New York County, American,337,4.0,50047012,0.01633061847490661,meyers bakery
The Mermaid Oyster Bar,"79 MacDougal Street,New York, NY  10012",3,Greenwich Village ,New York County, Seafood,134,4.1,41293456,0.004891447963117129,mermaid oyster bar
The Mermaid Inn,"96 2nd Avenue,New York, NY  10003",2,East Village ,New York County, Seafood,139,4.0,40935628,0.0027271093113746887,mermaid inn
Mercat,"45 Bond Street,New York, NY  10012",2,NoHo ,New York County, Spanish,81,3.8,50053324,0.0754126791005105,pulqueria
Merchants NY Cafe,"90 Washington Street,New York, NY  10006",2,Financial District ,New York County, Contemporary American,16,3.4,41315723,0.12669173427425384,variety cafe
Merchants NY Restaurant,"1125 1st Avenue,New York, NY  10065",3,Upper East Side ,New York County, Contemporary American,15,3.7,41483427,0.04805202474698267,tiella restaurant
Mercer Kitchen,"99 Prince Street,New York, NY  10012",2,SoHo ,New York County, American,329,3.9,40638792,0.0,mercer kitchen
The Mermaid Inn Uptown,"568 Amsterdam Avenue,New York, NY  10024",3,Upper West Side ,New York County, Seafood,148,3.8,50034728,0.005081914101515831,the mermaid inn
Mehtaphor,"130 Duane St.,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Fusion / Eclectic,8,3.9,41548700,0.10162006022779474,weather up
Megu,"62 Thomas Street,New York, NY  10013",4,TriBeCa - Downtown ,New York County, Japanese,219,4.1,50001962,0.13476420723885152,arome
McCormick & Schmick's Seafood - New York,"1285 Avenue of the Americas,New York, NY  10019",3,Midtown West ,New York County, Seafood,180,3.9,41427683,0.09103572897575371,hudson's market @ sheraton new york
Maya - New York,"1191 First Avenue,New York, NY  10021",3,Upper East Side ,New York County, Mexican,218,3.9,40576403,0.0,maya
Maxie's Bar & Grill,"233 Park Ave. South,New York, NY  10000",2,Gramercy / Flatiron ,New York County, American,18,3.5,41218096,0.10928745404508294,chipotle mexican grill
Max Brenner - Union Square,"841 Broadway,New York, NY  10003",2,Union Square ,New York County, Comfort Food,280,4.2,41188824,0.002209949546416385,max brenner
Match 65 (formerly Paris Match),"29 East 65th Street,New York, NY  10065",3,Upper East Side ,New York County, French,16,3.4,41096100,0.0,match 65
Matsuri,"369 West 16th Street,New York, NY  10011",3,Chelsea ,New York County, Asian,100,3.9,50008977,0.03960412256633257,mokbar
Matsugen,"241 Church Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Japanese,136,4.1,41545595,0.036133542072025786,atera
Marseille,"630 Ninth Avenue,New York, NY  10036",3,Theater District / Times Square ,New York County, French,424,3.9,40847325,0.0030764534264047867,marseille
Maruzzella,"1483 1st Avenue,New York, NY  10021",3,Upper East Side ,New York County, Italian,31,3.5,40641437,0.001640818361103387,maruzzella
Mary Queen of Scots,"115 Allen St.,New York, NY  10002",2,Lower East Side ,New York County, Scottish,25,3.8,41496144,0.10729954664982984,la crepe c'est si bon
Marmara,"1660 3rd Ave,New York, NY  10128",2,Upper East Side ,New York County, Turkish,39,3.9,50002740,0.06225575676211648,maroo
Matilda,"647 East 11th St.,New York, NY  10009",2,East Village ,New York County, Mexican,49,3.8,41242190,0.0,matilda
Market Table,"54 Carmine Street,New York, NY  10014",4,Greenwich Village ,New York County, American,158,4.1,41277451,0.0,market table
Mason Jar,"45 East 30th St.,New York, NY  10016",2,Midtown East ,New York County, Barbecue,26,3.4,41509250,0.0,mason jar
Markt,"676 Avenue of the Americas,New York, NY  10010",3,Chelsea ,New York County, Seafood,116,3.8,41252052,0.0033586424100835854,markt cafe restaurant
Maria Pia,"319 West 51st Street,New York, NY  10019",3,Hell's Kitchen ,New York County, Italian,126,3.9,40862481,2.1352890968246614e-05,maria pia
Marinella,"49 Carmine Street,New York, NY  10014",3,West Village ,New York County, Italian,23,3.6,41574344,0.05753133333174118,almanac
Mari Vanna,"41 East 20th Street,New York, NY  10003",4,Gramercy / Flatiron ,New York County, Russian,83,4.3,41411821,0.0,mari vanna
Marcony,"184 Lexington Avenue,New York, NY  10016",3,Murray Hill ,New York County, Italian,62,4.2,41474722,0.002049553748341924,marcony
Marea,"240 Central Park South,New York, NY  10019",3,Midtown West ,New York County, Italian,555,4.3,41399771,0.0,marea restaurant
Marco Polo Ristorante,"345 Court St.,Brooklyn, NY  11231",2,Cobble Hill ,Kings County, Italian,16,4.3,40376495,0.0017990037341781065,marco polo ristorante
Marc Forgione,"134 Reade Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Contemporary American,235,4.2,41317594,0.001841709356683304,mark forgione
Marbella Restaurant,"220-33 Northern Blvd,Bayside, NY  11361",3,New Hyde Park ,Queens County, Spanish,-1,-1,40368801,0.0013176054191965138,marbella restaurant
Mara's Homemade,"342 East 6th Street,New York, NY  10003",3,East Village ,New York County, Barbecue,33,4.2,50017819,0.057421123154023375,malai marke
Manzo,"200 5th Ave.,New York, NY  10010",4,Gramercy / Flatiron ,New York County, Italian,12,3.9,40994221,0.04892858323629922,mangia
Mancora,"99 1st Avenue,New York, NY  10003",2,East Village ,New York County, Peruvian,3,3.7,40987704,0.0005184757057554515,mancora
Maison,"1700 Broadway,New York, NY  10019",2,Theater District / Times Square ,New York County, French,79,3.4,41030615,0.06420215218699885,serafina
Maloney & Porcelli,"37 E. 50th St.,New York, NY  10022",4,Midtown East ,New York County, American,65,4.0,41672903,0.01124878141561443,maloney & porcelli
Mama Mexico - Midtown,"214 East 49th St,New York, NY  10017",3,Midtown East ,New York County, Mexican,37,3.5,40734383,0.09311966489773499,avra estiatorio
Mama Mexico - Uptown,"2672 Broadway,New York, NY  10025",3,Upper West Side ,New York County, Mexican,34,3.7,50012569,0.10167059716664802,casa mexicana
Maialino,"2 Lexington Avenue,New York, NY  10010",3,Gramercy / Flatiron ,New York County, Italian,479,4.3,41428817,0.0026816224045184984,maialino
Mai House,"186 Franklin Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Vietnamese,-1,-1,41624133,0.03856515631161471,tribeca taphouse
Madison Bistro,"238 Madison Avenue,New York, NY  10016",3,Murray Hill ,New York County, French,51,4.0,40657588,0.0001243152355855848,madison bistro
Madison & Vine,"299 Madison Avenue,New York, NY  10017",3,Midtown East ,New York County, American,82,3.3,41305028,0.0,madison & vine
Macelleria,"48 Gansevoort Street,New York, NY  10014",3,Meatpacking District ,New York County, Steak,-1,-1,40997950,0.04553064279902843,bagatelle
Macao Trading Company,"311 Church Street,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Chinese,95,3.9,40908961,0.0011924974597695658,macao  restuarant and bar
Lyon,"118 Greenwich Ave.,New York, NY  10011",3,West Village ,New York County, French,-1,-1,50010178,0.09441448601690414,la carbornara
L'ybane,"709 8th Avenue,New York, NY  10065",2,Midtown East ,New York County, Mediterranean,36,3.2,41020745,0.0,l'ybane bar restaurant
Lure Fishbar,"142 Mercer,New York, NY  10012",3,SoHo ,New York County, Seafood,246,4.0,41065858,0.0,lure fishbar
Luna Piena Ristorante,"243 East 53rd Street,New York, NY  10022",3,Midtown East ,New York County, Italian,51,3.8,41318874,0.0005781058070214619,luna piena
Lumi,"963 Lexington Avenue,New York, NY  10021",3,Upper East Side ,New York County, Italian,42,3.5,41475476,0.219164327796911,bel ami
Lupa,"170 Thompson Street,New York, NY  10012",3,Greenwich Village ,New York County, Italian,389,4.1,40712781,0.006791411042066334,lupa osteria romana
Lucky Cheng's,"24 First Avenue,New York, NY  10009",3,East Village ,New York County, Asian,12,3.6,40758684,0.03980247703358505,juicy lucy's
Lugo Caff,"1 Penn Plaza,New York, NY  10019",3,Midtown West ,New York County, Italian,118,3.7,41347358,0.0,lugo caffe
Lucille's Grill,"237 West 42nd Street,New York, NY  10036",3,Midtown West ,New York County, American,13,3.2,41547472,0.09235232091564735,maoz falafel & grill
Lowcountry,"142 West 10th Street,New York, NY  10014",2,West Village ,New York County, Southern,49,3.6,50042981,0.06164390476336977,te company
Lotus of Siam,"24 5th Avenue,New York, NY  10011",2,Greenwich Village ,New York County, Thai,35,3.2,40927017,0.09254276486848459,otto enoteca pizzeria
Lotus.Thai,"1924 Coney Island Ave,Brooklyn, NY  11229",2,Midwood ,Kings County, Thai,-1,-1,50009349,0.3239445812418797,jin sushi & thai
Locale Restaurant and Bar,"33-02 34th Ave.,Astoria, NY  11106",3,Astoria ,Queens County, Italian,10,4.5,41392209,0.20788903113356455,la rioja restaurant
London Lennies,"63-88 Woodhaven Blvd,Rego Park, NY  11374",3,Forest Hills ,Queens County, Seafood,120,4.1,40379566,0.014715878473130604,london lennies
"Lobby Lounge at Mandarin Oriental, New York","80 Columbus Circle,New York, NY  10023",3,Columbus Circle ,New York County, International,8,4.0,50007878,0.0,mandarin oriental hotel-banquet
Lizarran,"45 Mercer Street,New York, NY  10013",2,SoHo ,New York County, Spanish,20,3.5,41674131,0.0012101056486268449,galli restaurant
Little Italy S.P.Q.R. in NY,"133 Mulberry Street,New York, NY  10013",2,Little Italy ,New York County, Italian,47,3.8,41564000,0.018760779582624336,sofia's little italy
The Little Owl,"90 Bedford Street,New York, NY  10014",3,Greenwich Village ,New York County, American,110,4.3,41186217,0.0,the little owl
Little Giant,"85 Orchard Street,New York, NY  10002",3,Lower East Side ,New York County, American,76,3.8,50039286,0.06447602477369359,delight wong restaurant
Lina Frey,"201 E Houston Street,New York, NY  10002",2,Lower East Side ,New York County, Contemporary French,54,3.8,50002565,0.06474278420625193,elrey
Lincoln - NY,"142 West 65th St.,New York, NY  10023",3,Midtown West ,New York County, Italian,30,3.9,40482841,0.039250661595326496,lincoln plaza cinemas
Lily's,"501 Lexington Avenue,New York, NY  10017",2,Midtown East ,New York County, Contemporary American,16,3.1,40391745,0.0,lily's bar @ roger smith hotel
Lillie's,"13 East 17th Street,New York, NY  10003",2,Union Square ,New York County, American,43,3.5,41386625,0.0006146831523751868,lillie's restaurant
The Libertine,"15 Gold Street,New York, NY  10038",2,Financial District ,New York County, Gastro Pub,15,3.1,41410290,0.11509968089697639,the iron horse
Les Halles Park Avenue,"411 Park Avenue South,New York, NY  10016",2,Gramercy / Flatiron ,New York County, French,310,3.6,50054792,0.06621645714284263,barry's bootcamp park ave south
Les Halles Downtown,"15 John Street,New York, NY  10038",2,Financial District ,New York County, French,140,3.6,40870894,0.006866609989942848,brasserie les halles
Les Enfants Terribles,"37 Canal Street,New York, NY  10002",2,Lower East Side ,New York County, French,4,3.5,50035710,0.13248133530216177,les ensants de boheme
Leona's,"212 East 42nd Street,New York, NY  10017",3,Midtown East ,New York County, American,9,4.2,41719137,0.12225548714260558,lenny's
Legends New York City,"6 West 33rd Street,New York, NY  10001",2,Midtown West ,New York County, American,9,3.1,41384019,0.0,legends nyc
Le Singe Vert,"160 7th Avenue,New York, NY  10011",3,Chelsea ,New York County, French,42,3.6,40576554,0.0,le singe vert
Le Souk Harem - Greenwich Village,"510 LaGuardia Place,New York, NY  10012",3,Greenwich Village ,New York County, Moroccan,18,3.8,50039007,0.07760823385148027,court street grocer's laguardia place
Le Rivage,"340 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, French,144,3.9,40600780,0.0003238337225860177,le rivage
L'Ecole - Restaurant of The French Culinary Institute,"462 Broadway,1st Floor,New York, NY  10013",3,SoHo ,New York County, French,456,4.2,41567694,0.0,the international culinary institute
Le Pescadeux,"90 Thompson Street,New York, NY  10012",3,SoHo ,New York County, French,46,4.0,40374415,0.05814723503762819,omen japanese cuisine
Le Paris,"1312 Madison Avenue,New York, NY  10128",2,Upper East Side ,New York County, French,57,3.8,40600160,0.0,le paris bistrot francais
Le Gigot,"18 Cornelia Street,New York, NY  10014",2,West Village ,New York County, Provencal,61,4.3,40544528,0.0,le gigot
le Magnifique,"1022A Lexington Avenue,New York, NY  10020",3,Upper East Side ,New York County, French,30,3.3,40399007,0.15829029109359397,candle cafe
Le Colonial,"149 E. 57th St,New York, NY  10022",3,Midtown East ,New York County, Vietnamese,145,4.0,40397478,0.0,le colonial
Le Perigord,"405 East 52nd Street,New York, NY  10022",4,Midtown East ,New York County, French,88,3.9,40365414,0.0,le perigord
Le Cirque,"151 East 58th Street,New York, NY  10022",4,Midtown East ,New York County, Contemporary French,550,4.0,41183134,0.0,le cirque
Le Caprice,"795 Fifth Avenue,New York, NY  10065",4,Upper East Side ,New York County, International,104,3.9,50003211,0.14107068783781257,olma caviar
Lavagna,"545 E.5th St.,New York, NY  10009",3,East Village ,New York County, Italian,80,4.2,41364268,5.740452225597218e-05,lavagna
Le Bistro D'a Cote,"1590 1st Ave.,New York, NY  10028",3,Upper East Side ,New York County, French,7,3.4,41514518,0.0,le bistro d'a cote
Lavo - NYC,"39 East 58th Street,New York, NY  10022",4,Midtown West ,New York County, Italian,147,3.8,41480022,0.0,lavo new york
Lattanzi,"361 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Italian,281,4.1,40385580,0.003549822643159437,lattanzi
Las Chicas Locas,"160 West 25th Street,New York, NY  10001",2,Chelsea ,New York County, Mexican,19,3.1,40603273,0.06792877250012434,francisco's centro vasco
L'Atelier de Joel Robuchon - Four Seasons Hotel New York,"57 East 57th St.,New York, NY  10022",4,Midtown East ,New York County, French,154,4.4,40538563,0.0,four seasons hotel
L'Artusi,"228 West 10th Street,New York, NY  10014",3,Greenwich Village ,New York County, Italian,191,4.2,41378319,0.004198180044475694,l'artusi
Le Bernardin,"155 W. 51st St.,New York, NY  10019",4,Theater District / Times Square ,New York County, French,603,4.7,40383464,0.0,le bernardin
Lallisse Mediterranean Wine & Food,"161 Lexington Ave,New York, NY  10016",2,Murray Hill ,New York County, Mediterranean,-1,-1,41519860,0.002082179353483424,lallisse
The Lambs Club,"132 West 44th Street,New York, NY  10036",3,Midtown West ,New York County, Contemporary American,117,3.9,41499145,0.00550837983658183,the lambs club
Landmarc [At the Time Warner Center],"10 Columbus Circle,3rd Floor,New York, NY  11102",3,Columbus Circle ,New York County, Contemporary French,50,3.7,41243824,0.025539160506122396,landmarc
L'Allegria New York City,"623 9th Avenue,New York, NY  10036",2,Theater District / Times Square ,New York County, Italian,30,3.3,50052929,0.017071519056881708,gallo nero
La Sirene,"558  Broome Street,New York, NY  10013",3,SoHo ,New York County, French,115,4.4,41686709,0.0006727321772032906,taureau la sirene
Landmarc [TriBeCa],"179 West Broadway,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Contemporary French,20,3.6,41008388,0.00023368172167527148,landmarc
La Rivista,"313 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Italian,70,4.4,40388863,0.0032953451017989307,la rivista restaurant
La Petite Maison,"13-15 West 54th Street,New York, NY  10019",2,Midtown West ,New York County, French,-1,-1,41620905,0.07669995439291112,il tinello ristorante
La Paella,"214 East 9th Street,New York, NY  10003",2,East Village ,New York County, Spanish,40,3.8,50016237,0.045831632391340846,korilla east village
La Palapa East,"77 St. Mark's Place,New York, NY  10003",2,East Village ,New York County, Mexican,50,3.9,40799384,0.000579110776183363,la palapa
La Palapa West,"359 Avenue of the Americas,New York, NY  10014",2,West Village ,New York County, Mexican,27,3.2,41154226,0.04577400378799176,las ramblas
La Masseria,"235 West 48th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Italian,199,4.2,40560945,0.05453869732354828,ambassador theatre
La Mangeoire,"1008 Second Avenue,New York, NY  10022",3,Midtown East ,New York County, Contemporary French,82,4.1,40368971,0.0,la mangeoire
La Grenouille,"3 East 52nd Street,New York, NY  10022",4,Midtown East ,New York County, French,195,4.6,40365264,0.0,la grenouille
La Mediterranee,"947 2nd Avenue,New York, NY  10022",2,Midtown East ,New York County, Provencal,39,4.1,41169686,0.021980885397047935,lasagna restaurant
La Gloria,"86-13 Northern Blvd.,Jackson Heights, NY  11372",2,Jackson Heights ,Queens County, Latin / Spanish,5,4.8,50001236,0.0,la gloria
La Fonda del Sol - Main Dining Room,"200 Park Avenue at East 44th Street,MetLife Building,New York, NY  10020",3,Midtown East ,New York County, Spanish,81,3.9,41385585,0.0031037860618773937,la fonda del sol
La Giara,"501 3rd Avenue,New York, NY  10016",2,Murray Hill ,New York County, Italian,20,3.8,50015399,0.11309889865105663,lan larb
La Gazzetta Bistro,"55 Gansevoort Street,New York, NY  10014",2,Meatpacking District ,New York County, Italian,3,4.3,50002470,0.1286861458068016,pizzetteria brunetti
La Carbonara,"202 West 14th Street,New York, NY  10011",2,West Village ,New York County, Italian,60,3.8,50010178,0.002905388211792048,la carbornara
KOUZINA by TRATA,"1331 Second Avenue,New York, NY  10021",2,Upper East Side ,New York County, Greek,72,3.3,40559172,0.15154041613717678,uskudar restaurant
Kouzan,"685 Amsterdam Avenue,New York, NY  10025",2,Upper West Side ,New York County, Japanese,31,3.9,41292992,0.011382253811098888,kouzan
La Boite en Bois,"75 West 68th Street,New York, NY  10023",3,Lincoln Center ,New York County, French,-1,-1,41031707,0.0015513471729211214,la boite en bois
Korea Palace,"127 East 54th Street,New York, NY  10022",3,Midtown East ,New York County, Korean,-1,-1,40925558,0.08321286881676848,pret a manger
Knickerbocker Bar and Grill,"33 University Place,New York, NY  10003",3,Greenwich Village ,New York County, Steakhouse,114,3.9,40369521,0.0009784050979422503,knickerbocker bar & grill
Koi - New York,"40 West 40th Street,New York, NY  10018",3,Midtown West ,New York County, Japanese,221,4.0,41096117,0.003372083128144372,koi
Klee,"200 9th Avenue,New York, NY  10011",3,Chelsea ,New York County, European,61,3.5,41512057,0.09605736055867019,la bergamote
Kingswood,"121 West 10th Street,New York, NY  10011",3,West Village ,New York County, International,104,3.8,41668278,0.04022026968355478,niu noodle house
Kittichai,"60 Thompson,New York, NY  10012",4,SoHo ,New York County, Thai,347,4.1,50007410,0.05331749457006745,chalk point kitchen
Kiran Indian Cuisine,"401W 53rd St,New York, NY  10019",2,Hell's Kitchen ,New York County, Indian,5,3.8,40868400,0.03644218795379174,ariana kebab house
Kin Shop,"469 6th Avenue,New York, NY  10011",3,West Village ,New York County, Thai,88,3.9,50002867,0.10250349858262185,umami shoppu
Kellari Taverna,"19 West 44th,New York, NY  10036",3,Theater District / Times Square ,New York County, Greek,411,4.0,41168754,0.011989553891920787,kellari taverna
Kellari Parea Greek Bistro,"36 East 20th Street,New York, NY  10003",2,Gramercy / Flatiron ,New York County, Greek,259,3.8,40546849,0.042525962999069834,la pizza fresca
The Ketch,"181 Pearl Street,New York, NY  10005",2,Financial District ,New York County, Seafood,35,3.6,41528051,0.08142001019737448,the bailey
Kenmare,"98 Kenmare Street,New York, NY  10012",3,NoHo ,New York County, Mediterranean,89,3.4,50033976,0.025056681877557566,seamore's
Keens Steakhouse,"72 West 36th St.,New York, NY  10018",3,Midtown West ,New York County, Steak,601,4.4,40373656,0.0011319329158276021,keens steakhouse
Kajitsu,"414 East 9th Street,New York, NY  10009",4,East Village ,New York County, Japanese,108,4.5,40948723,0.062035866223053675,paquitos
Kefi,"505 Columbus Avenue,New York, NY  10024",2,Upper West Side ,New York County, Greek,453,3.8,41385081,0.0,kefi
Josie's West,"300 Amsterdam Avenue,New York, NY  10023",2,Upper West Side ,New York County, Contemporary American,143,3.8,40377299,0.0945247046248472,utopia restaurant
Jubilee,"347 East 54th Street,New York, NY  10022",2,Midtown East ,New York County, French,121,4.0,41653405,0.04833156943646294,jubilee
Juliet Supper Club,"539 West 21st Street,New York, NY  10011",2,Chelsea ,New York County, Mediterranean,12,2.5,50051701,0.23139732806073282,juice press
Josie's East,"565 3rd Avenue,New York, NY  10016",2,Murray Hill ,New York County, Contemporary American,71,3.6,50047127,0.12695107331581396,six happiness east
Josephina,"1900 Broadway,New York, NY  10023-7004",3,Lincoln Center ,New York County, Contemporary American,213,3.7,40760523,0.09557300838360952,rosa mexicana
JoJo,"160 E.64TH St.,New York, NY  10065",3,Upper East Side ,New York County, Contemporary French,301,4.2,40848604,0.0005585495146002241,jo jo
Johnny Utah's,"25 West 51st Street,New York, NY  10016",3,Rockefeller Center Midtown ,New York County, Southwest,28,3.3,41280792,0.0,johnny utahs
Jo's,"264 Elizabeth Street,New York, NY  10012",2,SoHo ,New York County, American,51,3.5,50019088,0.0,toms
Jewel of India - NYC,"15 West 44th Street,New York, NY  10036",2,Midtown West ,New York County, Indian,53,3.5,41523650,0.053446066915307976,new york yacht club
JoeDoe,"45 East 1st Street,New York, NY  10003",2,East Village ,New York County, Contemporary American,82,4.0,41470674,0.09634667022568454,one and one
Jean Georges,"1 Central  Park West,New York, NY  10023",4,Midtown West ,New York County, French,429,4.5,40562839,0.0035138158350401087,jean georges
Japonais - NYC,"111 East 18th Street,New York, NY  10003",3,Union Square ,New York County, Japanese,71,3.7,40571082,0.07309989244999984,national arts club
Je'Bon Sushi & Noodle,"15 Saint Marks Place,New York, NY  10003",2,East Village ,New York County, Japanese,14,3.4,41034980,0.0572748349688602,menkui tei
Jazz Standard,"116 E. 27th St.,New York, NY  10016",2,Gramercy / Flatiron ,New York County, Barbecue,29,4.2,41142394,0.09394747829817202,taza cafe and deli
Jacques Brasserie,"204-206 E 85th Street,New York, NY  10028",3,Upper East Side ,New York County, French,43,3.7,50048671,0.006847253290514589,jaques brasserie
Jane,"100 West Houston Street,New York, NY  10012",3,West Village ,New York County, American,304,4.0,40819315,0.0028737112630799083,jane
Jade Eatery & Lounge,"1 Station Square,Forest Hills, NY  11375",2,Forest Hills ,Queens County, Contemporary Asian,34,4.3,41209713,0.0031455048282674697,jade eatery and lounge
James Beard House Events,"167 West 12th Street,New York, NY  10011",4,West Village ,New York County, American,18,4.2,50057613,0.07697138077835648,greenwich steak house fg
Japonica,"100 University Place,New York, NY  10003",3,Union Square ,New York County, Sushi,39,3.9,50014486,0.03449040776169318,japonica restaurant
