name,address,price,neighborhood,county,type,reviews,stars,lng,lat
L'Orcio,"806 State Street,New  Haven, CT  06511",2,New Haven ,New Haven County, Italian,148,4.1,-72.9147941,41.3126612
Lowcountry,"142 West 10th Street,New York, NY  10014",2,West Village ,New York County, Southern,49,3.6,-74.00078979999999,40.7343729
Lotus of Siam,"24 5th Avenue,New York, NY  10011",2,Greenwich Village ,New York County, Thai,35,3.2,-73.9963068,40.7332413
Lotus.Thai,"1924 Coney Island Ave,Brooklyn, NY  11229",2,Midwood ,Kings County, Thai,-1,-1,-73.9627651,40.6103824
Longfellows Restaurant & Hotel,"500 Union Avenue,Saratoga Springs, NY  12866",2,Saratoga Springs ,Saratoga County, American,45,4.3,-73.72849699999999,43.0614454
Locale Restaurant and Bar,"33-02 34th Ave.,Astoria, NY  11106",3,Astoria ,Queens County, Italian,10,4.5,-73.9255553,40.7587443
Lola - Great Neck,"113 Middle Neck Road,Great Neck, NY  11021",3,Great Neck ,Nassau County, Contemporary American,35,4.0,-73.7299255,40.7893453
Long Valley Pub and Brewery,"1 Fairmount Road,Long Valley, NJ  07853",3,Long Valley ,Morris County, Brewery,11,3.5,-74.7801415,40.7843672
London Lennies,"63-88 Woodhaven Blvd,Rego Park, NY  11374",3,Forest Hills ,Queens County, Seafood,120,4.1,-73.8674182,40.7222638
"Lobby Lounge at Mandarin Oriental, New York","80 Columbus Circle,New York, NY  10023",3,Columbus Circle ,New York County, International,8,4.0,-73.98295379999999,40.7690781
Locale Cafe & Bar -Closter,"208 Piermont Road,Closter, NJ  07624",2,Closter ,Bergen County, Italian,30,4.0,-73.94550660000002,40.97628539999999
Liv's Oyster Bar,"166 Main Street,Old Saybrook, CT  06475",2,Old Saybrook ,Middlesex County, Seafood,81,4.1,-72.3758849,41.2932333
Lizarran,"45 Mercer Street,New York, NY  10013",2,SoHo ,New York County, Spanish,20,3.5,-74.0013841,40.721676
The Living Room @ c/o The Maidstone,"207 Main Street,East Hampton, NY  11937",3,East Hampton ,Suffolk County, Contemporary American,69,4.0,-72.1938555,40.9553783
Little Italy S.P.Q.R. in NY,"133 Mulberry Street,New York, NY  10013",2,Little Italy ,New York County, Italian,47,3.8,-73.9979201,40.7186402
The Little Owl,"90 Bedford Street,New York, NY  10014",3,Greenwich Village ,New York County, American,110,4.3,-74.00531749999999,40.7323981
Little Giant,"85 Orchard Street,New York, NY  10002",3,Lower East Side ,New York County, American,76,3.8,-73.9904772,40.7179481
Lina Frey,"201 E Houston Street,New York, NY  10002",2,Lower East Side ,New York County, Contemporary French,54,3.8,-73.9875496,40.7222693
Limoncello,"974 E Boston Post Road,Mamaroneck, NY  10543",3,Mamaroneck ,Westchester County, Italian,23,3.8,-73.722404,40.9539292
Light Horse Tavern,"199 Washington Street,Jersey City, NJ  07302",3,Jersey City ,Hudson County, Contemporary American,-1,-1,-74.0382891,40.7139955
Liberty House Restaurant,"76 Audrey Zapp Drive,Jersey City, NJ  07305",3,Liberty State Park ,Hudson County, American,77,3.9,-74.0399307,40.7091978
Lincoln - NY,"142 West 65th St.,New York, NY  10023",3,Midtown West ,New York County, Italian,30,3.9,-73.9837555,40.7733125
Limestone Grille,"7300 East Genesee St.,Fayetteville, NY  13066",2,Syracuse ,Onondaga County, American,10,3.6,-76.018292,43.0283919
Limani,"1043 Northern Boulevard,Roslyn, NY  11576",3,Roslyn ,Nassau County, Mediterranean,76,4.2,-73.66601519999999,40.798169
Lily's,"501 Lexington Avenue,New York, NY  10017",2,Midtown East ,New York County, Contemporary American,16,3.1,-73.9733909,40.7547086
Lillie's,"13 East 17th Street,New York, NY  10003",2,Union Square ,New York County, American,43,3.5,-73.9911145,40.7376751
Limani Seafood Grill,"235 North Avenue West,Westfield, NJ  07090",2,Westfield ,Union County, Seafood,99,4.0,-74.3468264,40.6501729
The Libertine,"15 Gold Street,New York, NY  10038",2,Financial District ,New York County, Gastro Pub,15,3.1,-74.0071031,40.7078871
Lexington Square Cafe,"510 Lexington Avenue,Mount Kisco, NY  10549",2,Mount Kisco ,Westchester County, American,70,3.6,-73.73250650000001,41.1899787
Les Halles Park Avenue,"411 Park Avenue South,New York, NY  10016",2,Gramercy / Flatiron ,New York County, French,310,3.6,-73.98345979999999,40.7435302
Les Halles Downtown,"15 John Street,New York, NY  10038",2,Financial District ,New York County, French,140,3.6,-74.00874519999999,40.7100313
Les Enfants Terribles,"37 Canal Street,New York, NY  10002",2,Lower East Side ,New York County, French,4,3.5,-73.99094339999999,40.71476
Leon's Restaurant of New Haven,"501 Long Wharf Drive,New Haven, CT  06510",3,New Haven ,New Haven County, Italian,81,3.7,-72.914542,41.2965907
Leona's,"212 East 42nd Street,New York, NY  10017",3,Midtown East ,New York County, American,9,4.2,-73.9740114,40.7502017
L'Escale,"500 Steamboat Rd.,Greenwich, CT  06830",3,Greenwich ,Fairfield County, Provencal,74,3.9,-73.62367730000001,41.0180194
Lento,"274 North Goodman St,Rochester, NY  14607",2,Rochester ,Monroe County, Organic,126,4.3,-77.5836885,43.1585578
Legal Sea Foods - White Plains,"5 Mamaroneck Avenue,White Plains, NY  10601",3,White Plains ,Westchester County, Seafood,73,3.7,-73.76662089999999,41.0324468
"Legal Sea Foods - Paramus, NJ","1 Garden State Plaza,Space #A8A,Paramus, NJ  07652",3,Paramus ,Bergen County, Seafood,52,3.9,-74.0758376,40.9181941
Legal Sea Foods - Huntington,"160 Walt Whitman Rd.,Huntington Station, NY  11746",3,Huntington ,Suffolk County, Seafood,56,3.9,-73.4106894,40.8229235
Legends New York City,"6 West 33rd Street,New York, NY  10001",2,Midtown West ,New York County, American,9,3.1,-73.9857111,40.7479328
Le Singe Vert,"160 7th Avenue,New York, NY  10011",3,Chelsea ,New York County, French,42,3.6,-73.9973861,40.7420828
Legal Sea Foods - Garden City,"630 Old Country Rd.,Garden City, NY  11530",3,Garden City ,Nassau County, Seafood,56,4.0,-73.6128962,40.7380572
Le Souk Harem - Greenwich Village,"510 LaGuardia Place,New York, NY  10012",3,Greenwich Village ,New York County, Moroccan,18,3.8,-73.99936149999999,40.7279315
Le Rivage,"340 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, French,144,3.9,-73.9895726,40.7602192
Le Jardin,"1257 River Road,Edgewater, NJ  07020",2,Edgewater ,Bergen County, French,-1,-1,-73.9702263,40.83725829999999
Le Provencal Bistro,"436 Mamaroneck Ave.,Mamaroneck, NY  10543",3,Mamaroneck ,Westchester County, Contemporary French,72,4.2,-73.7366847,40.9520843
L'Ecole - Restaurant of The French Culinary Institute,"462 Broadway,1st Floor,New York, NY  10013",3,SoHo ,New York County, French,456,4.2,-74.0000813,40.7208126
Le Pescadeux,"90 Thompson Street,New York, NY  10012",3,SoHo ,New York County, French,46,4.0,-74.0021269,40.7251702
Le Paris,"1312 Madison Avenue,New York, NY  10128",2,Upper East Side ,New York County, French,57,3.8,-73.95581849999999,40.7852711
Le Gigot,"18 Cornelia Street,New York, NY  10014",2,West Village ,New York County, Provencal,61,4.3,-74.001914,40.7313345
le Magnifique,"1022A Lexington Avenue,New York, NY  10020",3,Upper East Side ,New York County, French,30,3.3,-73.96197099999999,40.7710969
Le Colonial,"149 E. 57th St,New York, NY  10022",3,Midtown East ,New York County, Vietnamese,145,4.0,-73.9683494,40.7608569
Le Perigord,"405 East 52nd Street,New York, NY  10022",4,Midtown East ,New York County, French,88,3.9,-73.9646207,40.7550069
Le Cirque,"151 East 58th Street,New York, NY  10022",4,Midtown East ,New York County, Contemporary French,550,4.0,-73.967902,40.7615678
Le Caprice,"795 Fifth Avenue,New York, NY  10065",4,Upper East Side ,New York County, International,104,3.9,-73.9719652,40.7652672
Lavagna,"545 E.5th St.,New York, NY  10009",3,East Village ,New York County, Italian,80,4.2,-73.98234339999999,40.72409409999999
Le Bistro D'a Cote,"1590 1st Ave.,New York, NY  10028",3,Upper East Side ,New York County, French,7,3.4,-73.950636,40.774637
Lavo - NYC,"39 East 58th Street,New York, NY  10022",4,Midtown West ,New York County, Italian,147,3.8,-73.971319,40.7630153
Latitudes on the River,"361 East Lacey Road,Forked River, NJ  08731",3,Forked River ,Ocean County, American,19,4.0,-74.1794998,39.8295957
Lattanzi,"361 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Italian,281,4.1,-73.9900057,40.7608533
Las Chicas Locas,"160 West 25th Street,New York, NY  10001",2,Chelsea ,New York County, Mexican,19,3.1,-73.9942303,40.7449187
Laughlin's Beef & Barrel,"333 Franklin St.,Buffalo, NY  14202",2,Buffalo ,Erie County, American,6,3.7,-78.8738939,42.8937842
L'Atelier de Joel Robuchon - Four Seasons Hotel New York,"57 East 57th St.,New York, NY  10022",4,Midtown East ,New York County, French,154,4.4,-73.97160629999999,40.7621879
Le Chateau,"1410 Route 35,South Salem, NY  10590",4,South Salem ,Westchester County, French,48,4.4,-73.5302402,41.2670136
L'Artusi,"228 West 10th Street,New York, NY  10014",3,Greenwich Village ,New York County, Italian,191,4.2,-74.00512189999999,40.73372579999999
Lanterna Tuscan Bistro,"3 South Broadway,Nyack, NY  10960",3,Nyack ,Rockland County, Italian,53,4.2,-73.91803809999999,41.0908235
Le Bernardin,"155 W. 51st St.,New York, NY  10019",4,Theater District / Times Square ,New York County, French,603,4.7,-73.9816913,40.76165839999999
Lallisse Mediterranean Wine & Food,"161 Lexington Ave,New York, NY  10016",2,Murray Hill ,New York County, Mediterranean,-1,-1,-73.98120759999999,40.743891
The Lambs Club,"132 West 44th Street,New York, NY  10036",3,Midtown West ,New York County, Contemporary American,117,3.9,-73.9846347,40.7565062
Landmarc [At the Time Warner Center],"10 Columbus Circle,3rd Floor,New York, NY  11102",3,Columbus Circle ,New York County, Contemporary French,50,3.7,-73.98319029999999,40.76842509999999
L'Allegria New York City,"623 9th Avenue,New York, NY  10036",2,Theater District / Times Square ,New York County, Italian,30,3.3,-73.9918928,40.7599464
Lalezar Turkish Restaurant,"720 Bloomfield Avenue,Montclair, NJ  07042",2,Montclair ,Essex County, Turkish,9,3.6,-74.2244016,40.8192424
La Volpe Ristorante,"611 Montauk Highway,Center Moriches, NY  11934",2,Center Moriches ,Suffolk County, Italian,30,4.7,-72.8018378,40.8001554
La Sirene,"558  Broome Street,New York, NY  10013",3,SoHo ,New York County, French,115,4.4,-74.0056783,40.7245217
Landmarc [TriBeCa],"179 West Broadway,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Contemporary French,20,3.6,-74.007055,40.7179003
L'Allegria,"7-11 Prospect Street,Madison, NJ  07940",3,Madison ,Morris County, Italian,21,4.1,-74.4134416,40.7570241
La Rivista,"313 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Italian,70,4.4,-73.9886033,40.7602635
La Petite Maison,"13-15 West 54th Street,New York, NY  10019",2,Midtown West ,New York County, French,-1,-1,-73.9763981,40.7616956
La Panetiere,"530 Milton Rd.,Rye, NY  10580",4,Rye ,Westchester County, French,71,4.3,-73.688475,40.961938
La Riviera Trattoria,"421 Piaget Ave,Clifton, NJ  07011",2,Clifton ,Passaic County, Italian,-1,-1,-74.1530612,40.878685
La Paella,"214 East 9th Street,New York, NY  10003",2,East Village ,New York County, Spanish,40,3.8,-73.98868590000001,40.7295956
La Palapa East,"77 St. Mark's Place,New York, NY  10003",2,East Village ,New York County, Mexican,50,3.9,-73.9856096,40.72795869999999
La Palapa West,"359 Avenue of the Americas,New York, NY  10014",2,West Village ,New York County, Mexican,27,3.2,-74.00082309999999,40.7322758
La Griglia,"740 Kenilworth Boulevard,Kenilworth, NJ  07033",2,Kenilworth ,Union County, Italian,52,4.3,-74.2847979,40.6781635
La Pace with Chef Michael,"51 Cedar Swamp Road,Glen Cove, NY  11542",3,Glen Cove ,Nassau County, Italian,19,3.9,-73.61935369999999,40.8549785
La Masseria,"235 West 48th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Italian,199,4.2,-73.9858292,40.7607531
La Mangeoire,"1008 Second Avenue,New York, NY  10022",3,Midtown East ,New York County, Contemporary French,82,4.1,-73.9668354,40.7568328
La Grenouille,"3 East 52nd Street,New York, NY  10022",4,Midtown East ,New York County, French,195,4.6,-73.97557069999999,40.7596796
La Mediterranee,"947 2nd Avenue,New York, NY  10022",2,Midtown East ,New York County, Provencal,39,4.1,-73.9686506,40.7551798
La Mezzaluna,"25 Witherspoon Street,Princeton, NJ  08540",3,Princeton ,Mercer County, Italian,47,4.3,-74.6598782,40.3506244
La Gloria,"86-13 Northern Blvd.,Jackson Heights, NY  11372",2,Jackson Heights ,Queens County, Latin / Spanish,5,4.8,-73.881107,40.756273
La Fonda del Sol - Main Dining Room,"200 Park Avenue at East 44th Street,MetLife Building,New York, NY  10020",3,Midtown East ,New York County, Spanish,81,3.9,-73.9766297,40.7535222
La Giara,"501 3rd Avenue,New York, NY  10016",2,Murray Hill ,New York County, Italian,20,3.8,-73.9779849,40.74540580000001
La Gazzetta Bistro,"55 Gansevoort Street,New York, NY  10014",2,Meatpacking District ,New York County, Italian,3,4.3,-74.0072039,40.7394948
La Cremaillere Restaurant,"46 Bedford-Banksville Road,Bedford, NY  10506",4,Bedford ,Westchester County, French,40,4.4,-73.6427866,41.1466295
La Carbonara,"202 West 14th Street,New York, NY  10011",2,West Village ,New York County, Italian,60,3.8,-74.00032689999999,40.7385932
KOUZINA by TRATA,"1331 Second Avenue,New York, NY  10021",2,Upper East Side ,New York County, Greek,72,3.3,-73.9593676,40.7678058
Kouzan,"685 Amsterdam Avenue,New York, NY  10025",2,Upper West Side ,New York County, Japanese,31,3.9,-73.97122370000001,40.7921532
La Boite en Bois,"75 West 68th Street,New York, NY  10023",3,Lincoln Center ,New York County, French,-1,-1,-73.9802468,40.7749073
Koto Japanese Steakhouse,"2841 Erie Blvd., East,Syracuse, NY  13224",2,Syracuse ,Onondaga County, Japanese,-1,-1,-76.09317779999999,43.055611
La Bussola Ristorante,"40 School Street,Glen Cove, NY  11542",3,Glen Cove ,Nassau County, Italian,10,4.1,-73.63095109999999,40.8654175
Korea Palace,"127 East 54th Street,New York, NY  10022",3,Midtown East ,New York County, Korean,-1,-1,-73.9710257,40.7594553
Kona Grill - Woodbridge,"511 US Highway 1,Iselin, NJ  08830",2,Woodbridge ,Middlesex County, Contemporary American,24,4.1,-74.3113446,40.5562797
Kona Grill - Stamford,"230 Tresser Blvd.,Stamford Town Center,Stamford, CT  06901",2,Stamford ,Fairfield County, Contemporary American,29,3.6,-73.5366845,41.0517005
Knickerbocker Bar and Grill,"33 University Place,New York, NY  10003",3,Greenwich Village ,New York County, Steakhouse,114,3.9,-73.99441139999999,40.73206
Koi - New York,"40 West 40th Street,New York, NY  10018",3,Midtown West ,New York County, Japanese,221,4.0,-73.9837835,40.752766
Kudeta,"27 Temple Street,New Haven, CT  06510",2,New Haven ,New Haven County, Asian,31,3.7,-72.9278446,41.3050792
Klee,"200 9th Avenue,New York, NY  10011",3,Chelsea ,New York County, European,61,3.5,-74.0014411,40.74587289999999
"Klein's Fish Market, Waterside Cafe, Grill Room and Sushi Bar","708 River Road,Belmar, NJ  07719",2,Belmar ,Monmouth County, Seafood,47,3.7,-74.0244537,40.1845076
Kingswood,"121 West 10th Street,New York, NY  10011",3,West Village ,New York County, International,104,3.8,-73.99965619999999,40.7348896
Kittichai,"60 Thompson,New York, NY  10012",4,SoHo ,New York County, Thai,347,4.1,-74.00310770000002,40.7239619
Kiran Indian Cuisine,"401W 53rd St,New York, NY  10019",2,Hell's Kitchen ,New York County, Indian,5,3.8,-73.98787980000002,40.7656368
Kin Shop,"469 6th Avenue,New York, NY  10011",3,West Village ,New York County, Thai,88,3.9,-73.9983488,40.7356852
Kellari Taverna,"19 West 44th,New York, NY  10036",3,Theater District / Times Square ,New York County, Greek,411,4.0,-73.98085429999999,40.7555465
Kellari Parea Greek Bistro,"36 East 20th Street,New York, NY  10003",2,Gramercy / Flatiron ,New York County, Greek,259,3.8,-73.9886918,40.7384504
The Ketch,"181 Pearl Street,New York, NY  10005",2,Financial District ,New York County, Seafood,35,3.6,-74.00746629999999,40.7063056
Kenmare,"98 Kenmare Street,New York, NY  10012",3,NoHo ,New York County, Mediterranean,89,3.4,-73.9969476,40.7211201
Keens Steakhouse,"72 West 36th St.,New York, NY  10018",3,Midtown West ,New York County, Steak,601,4.4,-73.98646699999999,40.7506797
Kajitsu,"414 East 9th Street,New York, NY  10009",4,East Village ,New York County, Japanese,108,4.5,-73.9842523,40.7277388
Kefi,"505 Columbus Avenue,New York, NY  10024",2,Upper West Side ,New York County, Greek,453,3.8,-73.972622,40.785293
Junoon Restaurant,"27 West 24th St.,New York, NY  10010",4,Gramercy / Flatiron ,, Indian,-1,-1,-73.99084239999999,40.7431813
Josie's West,"300 Amsterdam Avenue,New York, NY  10023",2,Upper West Side ,New York County, Contemporary American,143,3.8,-73.9809789,40.7802374
Jubilee,"347 East 54th Street,New York, NY  10022",2,Midtown East ,New York County, French,121,4.0,-73.964754,40.7568137
Juliet Supper Club,"539 West 21st Street,New York, NY  10011",2,Chelsea ,New York County, Mediterranean,12,2.5,-74.0069619,40.7471785
Julia's Restaurant,"91 First Avenue,Atlantic Highlands, NJ  07716",3,Atlantic Highlands ,Monmouth County, Mediterranean,30,4.0,-74.0379355,40.4134419
Jonathan's Ristorante,"15 Wall Street,Huntington, NY  11743",3,Huntington ,Suffolk County, Italian,72,4.3,-73.427795,40.871764
Josie's East,"565 3rd Avenue,New York, NY  10016",2,Murray Hill ,New York County, Contemporary American,71,3.6,-73.9766211,40.7478402
Josephina,"1900 Broadway,New York, NY  10023-7004",3,Lincoln Center ,New York County, Contemporary American,213,3.7,-73.981633,40.7715384
JoJo,"160 E.64TH St.,New York, NY  10065",3,Upper East Side ,New York County, Contemporary French,301,4.2,-73.9657094,40.76505170000001
Johnny Utah's,"25 West 51st Street,New York, NY  10016",3,Rockefeller Center Midtown ,New York County, Southwest,28,3.3,-73.9782601,40.7600425
Jo's,"264 Elizabeth Street,New York, NY  10012",2,SoHo ,New York County, American,51,3.5,-73.9934,40.724028
Jewel of India - NYC,"15 West 44th Street,New York, NY  10036",2,Midtown West ,New York County, Indian,53,3.5,-73.9806807,40.7553242
JoeDoe,"45 East 1st Street,New York, NY  10003",2,East Village ,New York County, Contemporary American,82,4.0,-73.9899453,40.7237342
Jean Georges,"1 Central  Park West,New York, NY  10023",4,Midtown West ,New York County, French,429,4.5,-73.9815581,40.76912
Jeffrey's Restaurant by Claudio,"501 New Haven Ave,Milford, CT  06614",3,Milford ,New Haven County, Contemporary American,29,4.0,-73.0334728,41.224632
Japonais - NYC,"111 East 18th Street,New York, NY  10003",3,Union Square ,New York County, Japanese,71,3.7,-73.9877829,40.737025
Je'Bon Sushi & Noodle,"15 Saint Marks Place,New York, NY  10003",2,East Village ,New York County, Japanese,14,3.4,-73.9888622,40.729307
Jazz Standard,"116 E. 27th St.,New York, NY  10016",2,Gramercy / Flatiron ,New York County, Barbecue,29,4.2,-73.9838006,40.74217429999999
The Jamesport Manor Inn,"370 Manor Lane,Riverhead, NY  11901",3,North Fork ,Suffolk County, American,80,4.1,-72.58909419999999,40.9605637
Jacques Brasserie,"204-206 E 85th Street,New York, NY  10028",3,Upper East Side ,New York County, French,43,3.7,-73.9541461,40.7778202
Jane,"100 West Houston Street,New York, NY  10012",3,West Village ,New York County, American,304,4.0,-74.00019759999999,40.7273779
Jade Eatery & Lounge,"1 Station Square,Forest Hills, NY  11375",2,Forest Hills ,Queens County, Contemporary Asian,34,4.3,-73.8452502,40.7189791
James Beard House Events,"167 West 12th Street,New York, NY  10011",4,West Village ,New York County, American,18,4.2,-73.99987209999999,40.7370577
Japonica,"100 University Place,New York, NY  10003",3,Union Square ,New York County, Sushi,39,3.9,-73.9928279,40.73420770000001
Jake's Steakhouse,"6031 Broadway,Bronx, NY  10471",3,Bronx ,Bronx County, Contemporary American,68,4.2,-73.8976916,40.8916991
Jacques,"20 Prince Street,New York, NY  10012",3,NoLita ,New York County, French,14,3.8,-73.99452889999999,40.722646
Jackson's Restaurant,"6005 Jericho Turnpike,Commack, NY  11725",2,Commack ,Suffolk County, American,30,3.9,-73.308578,40.8413483
Jack's Oyster House,"42-44 State Street,Albany, NY  12207",2,Albany ,Albany County, American,130,4.1,-73.75146099999999,42.648758
Jack Halyards American Bar & Grill,"62 South Street,Oyster Bay, NY  11771",2,Oyster Bay ,Nassau County, American,38,3.6,-73.5303079,40.8734678
J. Gilberts  Wood Fired Steaks & Seafood  Glastonbury,"185 Glastonbury Blvd.,Glastonbury, CT  06033",3,Glastonbury ,Hartford County, Steak,299,4.5,-72.62294960000001,41.72147349999999
Jack's Restaurant & Bar - NYC,"147 West 40th Street,New York, NY  10018",2,Theater District / Times Square ,New York County," Global, International",42,3.9,-73.98742399999999,40.7547158
Iridium Jazz Club,"1650 Broadway,New York, NY  10019",3,Theater District / Times Square ,New York County, American,53,3.7,-73.9833893,40.7618157
Isabella's Italian Bistro,"61 Main Street,Tarrytown, NY  10591",3,Tarrytown ,Westchester County, Italian,63,3.9,-73.86096359999999,41.0770436
Isabella's,"359 Columbus Ave at 77th Street,New York, NY  10024",3,Upper West Side ,New York County, American,130,3.9,-73.9763511,40.7804818
Intermezzo,"202 8th Ave,New York, NY  10011",3,Chelsea ,New York County, Italian,26,3.3,-73.9994559,40.74352090000001
Inside Park at St. Bart's,"325 Park Avenue @ 50th Street,New York, NY  10022",3,Midtown East ,New York County, Contemporary American,109,3.5,-73.9738891,40.7571383
'inoteca,"323 Third Avenue,New York, NY  10070",2,Gramercy / Flatiron ,New York County, Italian,60,3.8,-73.9823287,40.7395596
Infinity Bistro,"20 Greenwoods Road West-RTE 44,Norfolk, CT  06058",2,Norfolk ,Litchfield County, American,133,4.3,-73.199935,41.9907816
Inakaya,"620 8th Avenue,New York, NY  10018",3,Theater District / Times Square ,New York County, Japanese,83,3.8,-73.9901119,40.7560866
The Inn Spot on The Bay,"32 Lighthouse Road,Hampton Bays, NY  11946",3,Hamptons ,Suffolk County, Contemporary American,13,3.3,-72.5048236,40.8496741
Il Violino,"180 Columbus Avenue,New York, NY  10023",3,Upper West Side ,New York County, Italian,27,3.8,-73.98087199999999,40.775067
ilili,"236 Fifth Avenue,New York, NY  10001",3,Murray Hill ,New York County, Mediterranean,356,4.1,-73.9879172,40.7444211
Indochine,"430 Lafayette Street,New York, NY  10003",3,NoHo ,New York County, Vietnamese,84,3.8,-73.9924719,40.7292591
Indus Valley,"2636 Broadway,New York, NY  10025",2,Upper West Side ,New York County, Indian,26,4.1,-73.9697065,40.796989
In Vino Wine Bar & Restaurant,"215 East 4th Street,New York, NY  10009",2,East Village ,New York County, Italian,57,3.9,-73.98343369999999,40.72387519999999
Il Sogno Ristorante ,"316 Boston Post Road,Port Chester, NY  10573",3,Port Chester ,Westchester County, Italian,34,4.0,-73.6730664,40.9954859
Il Valentino,"330 East 56th Street,New York, NY  10022",2,Upper East Side ,New York County, Italian,27,3.4,-73.964501,40.757911
Il Riccio,"152 East 79th Street,New York, NY  10021",2,Upper East Side ,New York County, Italian,55,3.9,-73.9587963,40.7746541
Industria Argentina,"329 Greenwich Street,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Argentinean,85,3.7,-74.0103573,40.7176946
Il Postino,"337 East 49th Street,New York, NY  10017",3,Midtown East ,New York County, Italian,32,4.0,-73.9674258,40.75381489999999
Il Palio,"5 Corporate Drive,Shelton, CT  06484",3,Shelton ,Fairfield County, Italian,29,4.0,-73.1286811,41.2776708
iL Punto,"507 9th Ave at 38th St.,New York, NY  10018",3,Theater District / Times Square ,New York County, Italian,64,3.6,-73.99463999999999,40.7561446
Il Matto,"281 Church Street,New York, NY  10013",4,TriBeCa - Downtown ,New York County, Italian,105,3.9,-74.00466899999999,40.7186512
Il Corso,"54 West 55th Street,New York, NY  10019",3,Midtown West ,New York County, Italian,86,4.1,-73.977199,40.762427
Il Michelangelo Restaurant,"91 Elcock Ave,Boonton, NJ  07005",2,Boonton ,Morris County, Italian,16,4.1,-74.42658100000001,40.9068896
Il Mulino - Long Island,"1042 Northern Blvd,Roslyn, NY  11576",4,Roslyn ,Nassau County, Italian,48,4.6,-73.6658885,40.7976602
Il Cantinori,"32 East 10th Street,New York, NY  10003",4,East Village ,New York County, Italian,85,4.3,-73.9932049,40.7321769
III Amici Ristorante,"1700 West Elizabeth Avenue,Linden, NJ  07036",2,Linden ,Union County, Italian,2,3.5,-74.26536949999999,40.6186984
Il Capriccio - NJ,"633 Route 10 East,Whippany, NJ  07981",3,Whippany ,Morris County, Italian,6,4.2,-74.4170231,40.8235648
Il Bastardo,"191 7th Ave,New York, NY  10001",3,Chelsea ,New York County, Italian,77,3.4,-73.9961927,40.7429175
Iguana,"240 West 54th Street,New York, NY  10019",2,Midtown West ,New York County, Mexican,33,3.7,-73.9832105,40.7642063
I Trulli,"122 East 27th Street,New York, NY  10016",3,Murray Hill ,New York County, Italian,285,3.9,-73.98368099999999,40.742097
Il Buco,"47 Bond St.,New York, NY  10012",3,NoHo ,New York County, Mediterranean,176,4.2,-73.9929976,40.7258309
Hudson's Ribs & Fish,"1099 Route 9,Fishkill, NY  12524",3,Fishkill ,Dutchess County, Steak,45,4.1,-73.9051886,41.5634633
I Tre Merli,"463 West Broadway,New York, NY  10012",2,SoHo ,New York County, Italian,27,3.2,-74.0001418,40.7262466
Hyatt Regency Princeton - The Crystal Garden,"102 Carnegie Center,Princeton, NJ  08540",3,Princeton ,Mercer County, American,10,3.5,-74.6443353,40.3238693
Hundred Acres,"38 MacDougal St.,New York, NY  10012",2,SoHo ,New York County, American,249,3.9,-74.0028001,40.7270447
Hutch's Restaurant,"1375 Delaware Avenue,Buffalo, NY  14209",3,Buffalo ,Erie County, Contemporary American,111,4.4,-78.8671535,42.9215721
The Hurricane Club,"360 Park Avenue South,New York, NY  10010",3,Gramercy / Flatiron ,New York County, Pan-Asian,158,3.8,-73.98557679999999,40.7421039
Hudson Hall,"356 West 58th Street,New York, NY  10019",3,Midtown West ,New York County, Contemporary American,13,3.2,-73.9848986,40.7681686
Hotoke,"350 George Street,New Brunswick, NJ  08901",2,New Brunswick ,Middlesex County, Asian,35,3.9,-74.4440752,40.4945247
The House,"121 E 17th Street,New York, NY  10003",3,Gramercy / Flatiron ,New York County, American,121,3.8,-73.9877365,40.7361284
Honu Kitchen and Cocktails,"363 New York,Huntington, NY  11743",2,Huntington ,Suffolk County, American,129,4.2,-73.42644560000001,40.8700325
Hotel Griffou,"21 West 9th Street,New York, NY  10011",3,West Village ,New York County, American,98,3.8,-73.9970043,40.733529
Hollywood Brown Derby,"22 Clinton Avenue,Albany, NY  12207",2,Albany ,Albany County, Contemporary American,144,4.1,-73.7508655,42.65439019999999
Hudson Grille,"165 Mamaroneck Avenue,White Plains, NY  10601",2,White Plains ,Westchester County, Contemporary American,52,3.7,-73.76469449999999,41.0287496
HK Hell's Kitchen,"523 9th Avenue,New York, NY  10018",2,Hell's Kitchen ,New York County, Contemporary American,72,3.3,-73.9942252,40.7567487
Hill Country,"30 West 26th Street,New York, NY  10010",2,Chelsea ,New York County, Barbecue,135,3.7,-73.9904452,40.74421350000001
Ho-Ho-Kus Inn & Tavern,"1 East Franklin Turnpike,Ho-Ho-Kus, NJ  07423",2,Ho-Ho-Kus ,Bergen County, American,30,4.3,-74.1097884,40.9977165
Hobcaw Cafe,"20 Grove Avenue,Verona, NJ  07044",2,Verona ,Essex County, American,-1,-1,-74.24811270000001,40.8336
Highlands,"150 West 10th St.,New York, NY  10014",2,Greenwich Village ,New York County, Gastro Pub,30,3.6,-74.0010957,40.7343432
Highpoint Bistro and Bar,"216 7th Ave.,New York, NY  10020",2,Chelsea ,New York County, American,74,3.9,-73.9962409,40.7438065
